Ріпки,Чернігівська,4641,(46) 9910911
Ровеньки,Луганська,6433,(64) 9910911
Рогатин,Івано-Франківська,3435,(34) 9910911
Рожище,Волинська,3368,(33) 9910911
Рожнятів,Івано-Франківська,3474,(34) 9910911
Роздільна,Одеська,4853,(48) 9910911
Роздольне,АР Крим,6553,(65) 9910911
Розівка,Запорізька,6162,(61) 9910911
Рокитне,Київська,4562,(45) 9910911
Рокитне,Рівненська,3635,(36) 9910911
Ромни,Сумська,5448,(54) 9910911
Рубіжне,Луганська,6453,(64) 9910911
Ружин,Житомирська,4138,(41) 9910911
Вінниця,Вінницька,"43""2""",(43) 9910911
Віньківці,Хмельницька,3846,(38) 9910911
Вовчанськ,Харківська,5741,(57) 9910911
Вознесенськ,Миколаївська,5134,(51) 9910911
Волноваха,Донецька,6244,(62) 9910911
Воловець,Закарпатська,3136,(31) 9910911
Володарка,Київська,4569,(45) 9910911
Володарськ-Волинський,Житомирська,4145,(41) 9910911
Володарське,Донецька,6246,(62) 9910911
Володимир-Волинський,Волинська,3342,(33) 9910911
Володимирець,Рівненська,3634,(36) 9910911
Волочиськ,Хмельницька,3845,(38) 9910911
Ворзель,Київська,4497,(45) 9910911
Ворохта,Івано-Франківська,3434,(34) 9910911
Врадіївка,Миколаївська,5135,(51) 9910911
Вугледар,Донецька,6273,(62) 9910911
Щолкіне,АР Крим,6557,(65) 9910911
Щорс,Чернігівська,4654,(46) 9910911
Шаргород,Вінницька,4344,(43) 9910911
Шахтарськ,Донецька,6255,(62) 9910911
Шацьк,Волинська,3355,(33) 9910911
Шевченкове,Харківська,5751,(57) 9910911
Шепетівка,Хмельницька,3840,(38) 9910911
Широке,Дніпропетровська,5657,(56) 9910911
Ширяєве,Одеська,4858,(48) 9910911
Шишаки,Полтавська,5352,(53) 9910911
Шостка,Сумська,5449,(54) 9910911
Шпола,Черкаська,4741,(47) 9910911
Шумське,Тернопільська,3558,(35) 9910911
